,area_type,availability,location,total_sqft,bath,price,bhk
6373,Super built-up  Area,Ready To Move,Other,1568.0,2.0,100.0,3
6374,Built-up  Area,Ready To Move,Other,4920.0,4.0,393.5,4
6377,Super built-up  Area,Ready To Move,Other,800.0,1.0,32.0,1
6380,Super built-up  Area,Ready To Move,Other,2072.0,4.0,160.0,3
6381,Super built-up  Area,Available Soon,Other,2273.0,3.0,159.0,3
6383,Super built-up  Area,Ready To Move,Other,2072.0,4.0,155.0,3
6384,Super built-up  Area,Ready To Move,Other,2666.0,3.0,230.0,3
6392,Built-up  Area,Ready To Move,Other,3600.0,9.0,240.0,9
6393,Plot  Area,Ready To Move,Other,600.0,1.0,35.0,1
6396,Plot  Area,Ready To Move,Other,1200.0,3.0,98.0,3
6397,Super built-up  Area,Ready To Move,Other,1149.0,2.0,65.0,2
6398,Super built-up  Area,Ready To Move,Other,1745.0,2.0,98.485,3
6399,Super built-up  Area,Ready To Move,Other,1010.0,2.0,55.0,2
6400,Super built-up  Area,Ready To Move,Other,1718.0,3.0,119.0,3
6402,Super built-up  Area,Ready To Move,Other,1330.0,2.0,77.0,2
6403,Super built-up  Area,Ready To Move,Other,1200.0,2.0,68.0,2
6404,Super built-up  Area,Available Soon,Other,1693.0,3.0,89.0,3
6405,Plot  Area,Ready To Move,Other,900.0,2.0,55.0,2
6408,Built-up  Area,Available Soon,Other,661.0,1.0,40.0,1
6411,Super built-up  Area,Ready To Move,Other,1380.0,3.0,130.0,3
6412,Built-up  Area,Ready To Move,Other,1050.0,2.0,64.8,2
6414,Super built-up  Area,Ready To Move,Other,1303.0,2.0,90.0,2
6416,Built-up  Area,Ready To Move,Other,2500.0,3.0,180.0,5
6418,Super built-up  Area,Ready To Move,Other,1419.0,2.0,87.0,3
6420,Built-up  Area,Ready To Move,Other,1120.0,2.0,65.0,2
6421,Super built-up  Area,Ready To Move,Other,762.5,1.0,45.4,1
6422,Super built-up  Area,Ready To Move,Other,1245.0,2.0,75.0,2
6423,Built-up  Area,Ready To Move,Other,3978.0,4.0,428.0,4
6425,Super built-up  Area,Ready To Move,Other,1345.0,2.0,97.0,2
6427,Super built-up  Area,Available Soon,Other,1180.0,2.0,86.0,2
6430,Super built-up  Area,Ready To Move,Other,2008.0,3.0,170.0,3
6432,Super built-up  Area,Ready To Move,Other,1020.0,2.0,55.0,2
6433,Super built-up  Area,Ready To Move,Other,2095.0,3.0,142.0,3
6435,Super built-up  Area,Ready To Move,Other,694.0,1.0,30.84,1
6438,Super built-up  Area,Ready To Move,Other,1259.0,2.0,67.48,2
6441,Built-up  Area,Ready To Move,Other,850.0,1.0,60.0,1
6443,Super built-up  Area,Ready To Move,Other,1367.0,2.0,86.0,2
6444,Super built-up  Area,Ready To Move,Other,1210.0,2.0,81.0,3
6448,Super built-up  Area,Ready To Move,Other,782.0,1.0,19.55,1
6449,Super built-up  Area,Ready To Move,Other,1435.0,2.0,80.0,3
6451,Built-up  Area,Ready To Move,Other,1600.0,2.0,88.0,3
6452,Super built-up  Area,Ready To Move,Other,3205.0,4.0,300.0,4
6453,Super built-up  Area,Ready To Move,Other,1674.0,3.0,90.0,3
6455,Super built-up  Area,Available Soon,Other,1350.0,3.0,71.55,3
6457,Super built-up  Area,Ready To Move,Other,1100.0,3.0,60.0,2
6458,Plot  Area,Ready To Move,Other,2700.0,4.0,175.0,4
6461,Super built-up  Area,Ready To Move,Other,3033.0,4.0,326.0,4
6462,Plot  Area,Ready To Move,Other,780.0,2.0,72.0,2
6464,Built-up  Area,Ready To Move,Other,1250.0,2.0,110.0,2
6465,Plot  Area,Ready To Move,Other,1250.0,4.0,100.0,4
6466,Built-up  Area,Ready To Move,Other,620.0,2.0,48.0,1
6470,Carpet  Area,Available Soon,Other,1181.7,2.0,100.0,2
6471,Built-up  Area,Ready To Move,Other,1200.0,4.0,83.0,4
6474,Super built-up  Area,Ready To Move,Other,1300.0,3.0,77.99,3
6475,Super built-up  Area,Ready To Move,Other,500.0,1.0,20.0,1
6476,Super built-up  Area,Available Soon,Other,1280.0,2.0,100.0,3
6480,Built-up  Area,Ready To Move,Other,2625.0,3.0,175.0,3
6482,Super built-up  Area,Ready To Move,Other,2041.0,3.0,128.0,3
6483,Super built-up  Area,Ready To Move,Other,1110.0,3.0,59.0,3
6484,Built-up  Area,Ready To Move,Other,1650.0,3.0,110.0,3
6485,Plot  Area,Available Soon,Other,3565.0,4.0,255.0,4
6487,Super built-up  Area,Ready To Move,Other,1142.0,2.0,65.0,2
6488,Super built-up  Area,Ready To Move,Other,1500.0,2.0,75.0,3
6492,Built-up  Area,Ready To Move,Other,1100.0,2.0,60.0,2
6493,Plot  Area,Ready To Move,Other,1044.0,2.0,85.0,2
6496,Super built-up  Area,Ready To Move,Other,1345.0,2.0,108.0,2
6497,Super built-up  Area,Ready To Move,Other,1248.0,2.0,130.0,2
6498,Built-up  Area,Ready To Move,Other,3600.0,4.0,245.0,4
6501,Super built-up  Area,Ready To Move,Other,1424.0,2.0,75.0,3
6502,Built-up  Area,Ready To Move,Other,2500.0,3.0,268.0,3
6505,Super built-up  Area,Available Soon,Other,1160.0,2.0,70.0,2
6511,Super built-up  Area,Available Soon,Other,1466.0,3.0,77.59,3
6512,Super built-up  Area,Ready To Move,Other,3870.0,4.0,411.0,4
6513,Super built-up  Area,Ready To Move,Other,1610.0,2.0,115.0,3
6517,Super built-up  Area,Ready To Move,Other,1835.0,3.0,175.0,3
6519,Super built-up  Area,Ready To Move,Other,1257.0,2.0,93.0,2
6520,Super built-up  Area,Ready To Move,Other,3596.0,5.0,260.0,4
6521,Super built-up  Area,Ready To Move,Other,1309.0,2.0,95.0,2
6522,Plot  Area,Ready To Move,Other,1362.0,2.0,100.0,2
6525,Super built-up  Area,Ready To Move,Other,1185.0,2.0,67.0,2
6526,Super built-up  Area,Ready To Move,Other,1790.0,3.0,120.0,3
6528,Super built-up  Area,Ready To Move,Other,693.0,1.0,27.375,1
6529,Super built-up  Area,Ready To Move,Other,775.0,1.0,39.0,1
6531,Super built-up  Area,Ready To Move,Other,425.0,1.0,15.0,1
6538,Super built-up  Area,Ready To Move,Other,1847.0,3.0,123.0,3
6539,Super built-up  Area,Available Soon,Other,1020.0,2.0,49.87,1
6540,Super built-up  Area,Ready To Move,Other,1650.0,3.0,95.0,3
6541,Super built-up  Area,Ready To Move,Other,2380.0,4.0,242.0,4
6546,Super built-up  Area,Ready To Move,Other,1115.0,2.0,60.0,2
6548,Super built-up  Area,Available Soon,Other,1536.0,3.0,104.0,3
6550,Plot  Area,Ready To Move,Other,900.0,1.0,70.0,2
6551,Super built-up  Area,Ready To Move,Other,1517.0,2.0,125.0,2
6552,Super built-up  Area,Ready To Move,Other,664.0,1.0,35.4,1
6554,Super built-up  Area,Ready To Move,Other,1340.0,2.0,72.0,2
6557,Super built-up  Area,Ready To Move,Other,1680.0,3.0,117.0,3
6560,Super built-up  Area,Ready To Move,Other,1512.0,3.0,80.0,3
6561,Built-up  Area,Ready To Move,Other,3435.0,2.0,341.0,4
6563,Super built-up  Area,Ready To Move,Other,1550.0,2.0,80.0,3
6564,Built-up  Area,Ready To Move,Other,1325.0,2.0,73.0,2
6567,Super built-up  Area,Available Soon,Other,2099.0,3.0,147.0,3
6568,Super built-up  Area,Ready To Move,Other,1365.0,2.0,72.0,3
6569,Super built-up  Area,Ready To Move,Other,1485.0,3.0,132.0,2
6573,Super built-up  Area,Available Soon,Other,1232.0,2.0,87.0,2
6574,Super built-up  Area,Ready To Move,Other,1180.0,2.0,88.5,2
6575,Super built-up  Area,Available Soon,Other,3602.0,4.0,280.0,4
6576,Super built-up  Area,Ready To Move,Other,2400.0,4.0,145.0,4
6579,Built-up  Area,Ready To Move,Other,2159.0,3.0,120.0,3
6580,Super built-up  Area,Available Soon,Other,1200.0,2.0,66.0,3
6582,Plot  Area,Available Soon,Other,1200.0,3.0,72.0,3
6584,Super built-up  Area,Available Soon,Other,728.5,1.0,31.315,1
6585,Super built-up  Area,Ready To Move,Other,1660.0,2.0,100.0,3
6586,Built-up  Area,Ready To Move,Other,1850.0,3.0,175.0,6
6587,Built-up  Area,Ready To Move,Other,510.0,1.0,34.0,1
6588,Super built-up  Area,Ready To Move,Other,1601.0,3.0,95.0,3
6590,Super built-up  Area,Ready To Move,Other,1166.0,2.0,65.0,2
6591,Built-up  Area,Ready To Move,Other,2700.0,2.0,260.0,3
6593,Super built-up  Area,Available Soon,Other,1520.0,2.0,96.0,3
6598,Super built-up  Area,Ready To Move,Other,1309.0,2.0,80.0,2
6599,Super built-up  Area,Ready To Move,Other,1050.0,2.0,77.0,2
6601,Built-up  Area,Ready To Move,Other,940.0,2.0,56.0,2
6603,Super built-up  Area,Ready To Move,Other,2340.0,4.0,145.0,4
6604,Plot  Area,Ready To Move,Other,1200.0,1.0,81.0,2
6607,Super built-up  Area,Ready To Move,Other,2439.0,4.0,185.0,4
6608,Built-up  Area,Ready To Move,Other,1645.0,3.0,95.0,3
6609,Super built-up  Area,Ready To Move,Other,1100.0,2.0,75.0,3
6612,Plot  Area,Ready To Move,Other,2480.0,2.0,160.0,2
6614,Super built-up  Area,Available Soon,Other,416.0,1.0,18.0,1
6616,Super built-up  Area,Ready To Move,Other,1730.0,3.0,93.0,3
6617,Super built-up  Area,Available Soon,Other,1205.0,2.0,63.86,2
6618,Super built-up  Area,Ready To Move,Other,2500.0,5.0,175.0,4
6619,Super built-up  Area,Ready To Move,Other,960.0,2.0,55.0,2
6620,Super built-up  Area,Available Soon,Other,1510.0,3.0,83.05,3
6622,Built-up  Area,Ready To Move,Other,2300.0,3.0,142.0,3
6623,Built-up  Area,Ready To Move,Other,1000.0,2.0,63.0,2
6626,Super built-up  Area,Ready To Move,Other,3436.0,5.0,345.0,4
6631,Super built-up  Area,Ready To Move,Other,1998.0,3.0,117.0,3
6633,Super built-up  Area,Available Soon,Other,1842.0,3.0,115.0,3
6637,Super built-up  Area,Available Soon,Other,1012.0,2.0,53.58,2
6638,Built-up  Area,Ready To Move,Other,1000.0,2.0,70.0,2
6640,Super built-up  Area,Ready To Move,Other,1450.0,2.0,85.0,3
6641,Super built-up  Area,Ready To Move,Other,527.0,1.0,35.0,1
6642,Super built-up  Area,Ready To Move,Other,3122.0,6.0,235.0,4
6644,Built-up  Area,Ready To Move,Other,952.0,2.0,49.0,2
6646,Super built-up  Area,Ready To Move,Other,1400.0,2.0,108.0,2
6648,Super built-up  Area,Available Soon,Other,1689.0,3.0,103.0,3
6654,Super built-up  Area,Ready To Move,Other,1804.0,3.0,150.0,3
6655,Super built-up  Area,Ready To Move,Other,1350.0,3.0,81.0,3
6657,Super built-up  Area,Ready To Move,Other,1200.0,2.0,68.0,2
6658,Super built-up  Area,Available Soon,Other,3000.0,3.0,300.0,4
6659,Super built-up  Area,Ready To Move,Other,1460.0,2.0,80.0,2
6660,Super built-up  Area,Ready To Move,Other,965.0,2.0,56.0,2
6662,Super built-up  Area,Ready To Move,Other,1395.0,2.0,70.0,3
6665,Super built-up  Area,Ready To Move,Other,2072.0,4.0,153.0,3
6666,Built-up  Area,Ready To Move,Other,1056.0,2.0,65.0,2
6667,Super built-up  Area,Available Soon,Other,985.0,2.0,62.0,2
6670,Built-up  Area,Ready To Move,Other,2900.0,4.0,200.0,4
6671,Super built-up  Area,Ready To Move,Other,2317.0,4.0,140.0,3
6672,Built-up  Area,Ready To Move,Other,600.0,1.0,45.0,1
6675,Built-up  Area,Ready To Move,Other,400.0,1.0,11.5,1
6676,Super built-up  Area,Ready To Move,Other,666.0,1.0,36.8,1
6683,Super built-up  Area,Ready To Move,Other,3197.0,5.0,335.0,4
6687,Super built-up  Area,Ready To Move,Other,3596.0,5.0,279.0,4
6688,Super built-up  Area,Available Soon,Other,1512.0,3.0,103.0,3
6689,Super built-up  Area,Ready To Move,Other,1250.0,2.0,95.0,2
6690,Super built-up  Area,Available Soon,Other,1650.0,3.0,90.75,3
6692,Plot  Area,Ready To Move,Other,1200.0,4.0,110.0,4
6693,Super built-up  Area,Ready To Move,Other,2666.0,4.0,200.0,3
6695,Built-up  Area,Ready To Move,Other,2400.0,4.0,170.0,6
6697,Plot  Area,Ready To Move,Other,1200.0,4.0,100.0,4
6699,Super built-up  Area,Ready To Move,Other,1260.0,2.0,95.0,3
6700,Plot  Area,Ready To Move,Other,1200.0,2.0,80.0,2
6702,Super built-up  Area,Ready To Move,Other,600.0,1.0,45.0,1
6705,Super built-up  Area,Ready To Move,Other,973.0,2.0,56.0,2
6706,Super built-up  Area,Ready To Move,Other,1007.0,2.0,75.0,2
6707,Super built-up  Area,Available Soon,Other,800.0,1.0,39.99,1
6709,Plot  Area,Ready To Move,Other,672.0,1.0,27.0,1
6710,Plot  Area,Ready To Move,Other,1280.0,3.0,87.0,3
6714,Plot  Area,Ready To Move,Other,3750.0,6.0,295.0,5
6715,Super built-up  Area,Ready To Move,Other,1850.0,3.0,95.0,3
6716,Super built-up  Area,Ready To Move,Other,1754.0,3.0,132.0,3
6717,Super built-up  Area,Ready To Move,Other,1567.0,3.0,100.0,3
6719,Super built-up  Area,Ready To Move,Other,1150.0,2.0,69.44,2
6720,Super built-up  Area,Ready To Move,Other,1690.0,3.0,85.0,3
6721,Built-up  Area,Available Soon,Other,2350.0,3.0,210.0,3
6722,Super built-up  Area,Ready To Move,Other,1057.0,2.0,65.0,2
6723,Super built-up  Area,Available Soon,Other,1320.0,2.0,91.0,2
6726,Super built-up  Area,Available Soon,Other,645.0,1.0,34.18,1
6729,Super built-up  Area,Ready To Move,Other,1760.0,3.0,115.0,3
6732,Super built-up  Area,Ready To Move,Other,560.0,1.0,19.0,1
6733,Super built-up  Area,Ready To Move,Other,1404.0,2.0,75.0,2
6736,Super built-up  Area,Ready To Move,Other,1653.0,3.0,93.0,3
6738,Super built-up  Area,Ready To Move,Other,1471.0,2.0,75.0,3
6740,Super built-up  Area,Ready To Move,Other,1504.0,2.0,83.0,3
6741,Super built-up  Area,Ready To Move,Other,1450.0,3.0,75.0,3
6742,Super built-up  Area,Ready To Move,Other,957.0,2.0,54.5,2
6743,Carpet  Area,Ready To Move,Other,460.0,1.0,13.0,1
6744,Super built-up  Area,Ready To Move,Other,1050.0,2.0,75.0,2
6747,Plot  Area,Ready To Move,Other,520.0,2.0,29.0,1
6748,Super built-up  Area,Ready To Move,Other,1165.0,2.0,88.5,2
6750,Plot  Area,Ready To Move,Other,600.0,1.0,58.0,1
6751,Super built-up  Area,Ready To Move,Other,1392.0,2.0,130.0,2
6752,Super built-up  Area,Ready To Move,Other,1221.0,3.0,75.0,3
6755,Built-up  Area,Ready To Move,Other,1209.0,2.0,65.0,3
6756,Plot  Area,Ready To Move,Other,375.0,1.0,40.0,1
6757,Built-up  Area,Ready To Move,Other,1255.0,2.0,84.0,2
6759,Super built-up  Area,Available Soon,Other,1650.0,3.0,101.0,3
6763,Super built-up  Area,Ready To Move,Other,1040.0,2.0,75.0,2
6764,Super built-up  Area,Ready To Move,Other,2062.0,3.0,140.0,4
6765,Super built-up  Area,Ready To Move,Other,1477.0,2.0,75.0,3
6766,Plot  Area,Available Soon,Other,2000.0,2.0,120.0,2
6767,Super built-up  Area,Ready To Move,Other,1220.0,2.0,65.0,2
6768,Super built-up  Area,Ready To Move,Other,2388.0,3.0,195.0,3
6770,Super built-up  Area,Ready To Move,Other,630.0,1.0,35.0,1
6772,Built-up  Area,Ready To Move,Other,3855.0,4.0,220.0,4
6775,Super built-up  Area,Available Soon,Other,1798.0,3.0,110.0,3
6778,Built-up  Area,Ready To Move,Other,900.0,2.0,65.0,2
6779,Built-up  Area,Ready To Move,Other,1100.0,2.0,65.0,2
6780,Super built-up  Area,Available Soon,Other,1842.0,3.0,115.0,3
6782,Super built-up  Area,Available Soon,Other,1256.0,2.0,65.0,2
6783,Super built-up  Area,Available Soon,Other,1047.0,2.0,89.0,2
6784,Super built-up  Area,Available Soon,Other,1458.0,3.0,78.45,3
6785,Super built-up  Area,Available Soon,Other,1063.0,2.0,61.17,2
6789,Super built-up  Area,Available Soon,Other,1810.0,3.0,100.0,3
6796,Super built-up  Area,Ready To Move,Other,1130.0,2.0,74.0,2
6798,Super built-up  Area,Ready To Move,Other,1407.0,2.0,83.87,2
6799,Built-up  Area,Ready To Move,Other,1785.0,3.0,130.0,3
6801,Super built-up  Area,Ready To Move,Other,1200.0,2.0,67.0,2
6805,Super built-up  Area,Ready To Move,Other,770.0,1.0,70.0,2
6807,Super built-up  Area,Ready To Move,Other,1200.0,2.0,86.0,2
6809,Super built-up  Area,Ready To Move,Other,1506.0,3.0,95.0,3
6810,Built-up  Area,Ready To Move,Other,1872.0,3.0,152.0,3
6814,Super built-up  Area,Ready To Move,Other,1400.0,3.0,90.0,3
6816,Plot  Area,Ready To Move,Other,812.0,1.0,26.0,1
6820,Built-up  Area,Ready To Move,Other,1180.0,2.0,60.0,2
6821,Super built-up  Area,Ready To Move,Other,2215.0,4.0,150.0,3
6826,Super built-up  Area,Ready To Move,Other,2072.0,4.0,157.0,3
6828,Super built-up  Area,Ready To Move,Other,600.0,2.0,35.0,1
6831,Plot  Area,Ready To Move,Other,1200.0,3.0,66.0,3
6832,Super built-up  Area,Ready To Move,Other,654.0,1.0,38.0,1
6834,Super built-up  Area,Ready To Move,Other,1800.0,3.0,150.0,3
6835,Super built-up  Area,Ready To Move,Other,700.0,1.0,30.84,1
6836,Super built-up  Area,Ready To Move,Other,1000.0,2.0,51.0,2
6837,Built-up  Area,Ready To Move,Other,3500.0,5.0,350.0,5
6838,Super built-up  Area,Available Soon,Other,1240.0,2.0,63.0,3
6840,Super built-up  Area,Ready To Move,Other,1400.0,2.0,80.0,3
6843,Plot  Area,Ready To Move,Other,1200.0,2.0,62.0,2
6844,Built-up  Area,Ready To Move,Other,720.0,2.0,65.0,2
6848,Super built-up  Area,Ready To Move,Other,1600.0,3.0,125.0,3
6850,Built-up  Area,Ready To Move,Other,1200.0,2.0,100.0,2
6852,Super built-up  Area,Ready To Move,Other,1145.0,2.0,75.0,2
6855,Super built-up  Area,Available Soon,Other,1007.0,2.0,53.0,2
6861,Plot  Area,Ready To Move,Other,1250.0,2.0,75.0,2
6862,Built-up  Area,Ready To Move,Other,2502.0,4.0,170.0,4
6865,Super built-up  Area,Ready To Move,Other,1075.0,2.0,57.0,2
6867,Built-up  Area,Ready To Move,Other,1500.0,3.0,120.0,3
6869,Built-up  Area,Ready To Move,Other,1800.0,4.0,115.0,3
6878,Super built-up  Area,Ready To Move,Other,1499.0,3.0,89.0,3
6884,Built-up  Area,Ready To Move,Other,1050.0,2.0,65.0,2
6885,Super built-up  Area,Available Soon,Other,552.5,1.0,13.26,1
6886,Super built-up  Area,Ready To Move,Other,418.0,2.0,11.5,1
6887,Super built-up  Area,Ready To Move,Other,905.0,2.0,50.0,2
6890,Super built-up  Area,Ready To Move,Other,1101.0,2.0,66.0,2
6892,Super built-up  Area,Available Soon,Other,2350.0,4.0,163.0,3
6893,Super built-up  Area,Ready To Move,Other,1056.0,2.0,55.0,2
6896,Super built-up  Area,Available Soon,Other,575.0,1.0,38.0,1
6898,Built-up  Area,Ready To Move,Other,1770.0,3.0,90.0,3
6899,Super built-up  Area,Ready To Move,Other,3155.0,3.0,315.0,3
6900,Plot  Area,Ready To Move,Other,616.0,3.0,45.0,2
6901,Super built-up  Area,Ready To Move,Other,745.0,1.0,34.27,1
6902,Super built-up  Area,Available Soon,Other,1547.0,2.0,103.0,2
6903,Super built-up  Area,Ready To Move,Other,1713.0,3.0,120.0,3
6904,Super built-up  Area,Ready To Move,Other,1856.0,4.0,180.0,3
6907,Super built-up  Area,Ready To Move,Other,2357.0,3.0,135.0,3
6908,Super built-up  Area,Ready To Move,Other,1820.0,4.0,95.0,3
6909,Super built-up  Area,Available Soon,Other,1865.0,3.0,139.0,3
6910,Super built-up  Area,Ready To Move,Other,1360.0,3.0,75.0,3
6911,Built-up  Area,Ready To Move,Other,4200.0,4.0,255.0,4
6913,Super built-up  Area,Ready To Move,Other,1139.0,2.0,72.0,2
6916,Super built-up  Area,Ready To Move,Other,1855.0,3.0,140.0,3
6919,Super built-up  Area,Ready To Move,Other,2266.0,3.0,207.0,3
6920,Super built-up  Area,Ready To Move,Other,660.0,1.0,23.0,1
6921,Built-up  Area,Ready To Move,Other,1490.0,2.0,150.0,2
6923,Super built-up  Area,Available Soon,Other,1232.0,2.0,83.0,2
6924,Super built-up  Area,Ready To Move,Other,1550.0,3.0,86.8,3
6926,Super built-up  Area,Ready To Move,Other,870.0,1.0,45.0,2
6927,Super built-up  Area,Available Soon,Other,1210.0,2.0,78.0,2
6928,Super built-up  Area,Ready To Move,Other,1464.0,2.0,135.0,3
6929,Built-up  Area,Ready To Move,Other,1365.0,3.0,80.0,3
6930,Built-up  Area,Ready To Move,Other,883.0,2.0,49.0,2
6933,Super built-up  Area,Ready To Move,Other,3000.0,6.0,250.0,6
6935,Super built-up  Area,Available Soon,Other,1200.0,2.0,75.0,2
6937,Super built-up  Area,Ready To Move,Other,1707.0,3.0,171.0,3
6938,Super built-up  Area,Ready To Move,Other,1310.0,2.0,80.43,2
6940,Super built-up  Area,Ready To Move,Other,1786.0,2.0,106.0,3
6941,Super built-up  Area,Ready To Move,Other,1174.0,2.0,75.0,2
6942,Super built-up  Area,Ready To Move,Other,565.0,1.0,33.0,1
6943,Super built-up  Area,Ready To Move,Other,1400.0,2.0,95.0,3
6947,Plot  Area,Ready To Move,Other,1350.0,2.0,105.0,3
6948,Super built-up  Area,Ready To Move,Other,1740.0,3.0,120.0,3
6950,Super built-up  Area,Ready To Move,Other,450.0,1.0,15.0,1
6951,Plot  Area,Available Soon,Other,1000.0,2.0,55.0,2
6956,Plot  Area,Ready To Move,Other,2400.0,4.0,130.0,3
6960,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,3
6962,Super built-up  Area,Ready To Move,Other,1150.0,2.0,60.0,2
6963,Plot  Area,Ready To Move,Other,2400.0,5.0,200.0,5
6964,Super built-up  Area,Ready To Move,Other,1215.0,2.0,68.0,2
6965,Super built-up  Area,Available Soon,Other,1444.0,2.0,75.97,2
6966,Super built-up  Area,Ready To Move,Other,2003.0,3.0,200.0,3
6967,Carpet  Area,Ready To Move,Other,1100.0,2.0,70.0,2
6972,Super built-up  Area,Ready To Move,Other,2504.0,3.0,138.0,3
6974,Built-up  Area,Ready To Move,Other,420.0,1.0,23.5,1
6975,Super built-up  Area,Ready To Move,Other,1832.0,3.0,116.0,3
6984,Super built-up  Area,Ready To Move,Other,1225.0,2.0,71.05,2
6985,Super built-up  Area,Ready To Move,Other,1683.0,3.0,140.0,3
6986,Super built-up  Area,Ready To Move,Other,410.0,1.0,15.0,1
6987,Plot  Area,Ready To Move,Other,1350.0,4.0,90.0,4
6988,Super built-up  Area,Ready To Move,Other,1475.0,2.0,80.0,2
6991,Super built-up  Area,Ready To Move,Other,1165.0,2.0,85.0,2
6992,Super built-up  Area,Ready To Move,Other,1756.0,3.0,134.0,3
6993,Super built-up  Area,Ready To Move,Other,1409.0,2.0,95.0,2
6996,Super built-up  Area,Available Soon,Other,2087.01,3.0,115.0,3
6997,Super built-up  Area,Ready To Move,Other,775.0,1.0,34.1,1
6998,Super built-up  Area,Ready To Move,Other,1732.5,3.0,91.855,3
7002,Plot  Area,Ready To Move,Other,3760.0,2.0,280.0,2
7003,Plot  Area,Ready To Move,Other,1600.0,5.0,140.0,5
7004,Super built-up  Area,Available Soon,Other,1205.0,2.0,64.47,2
7005,Super built-up  Area,Ready To Move,Other,1418.0,2.0,105.0,2
7007,Super built-up  Area,Ready To Move,Other,3071.0,4.0,300.0,3
7010,Super built-up  Area,Ready To Move,Other,1580.0,3.0,83.74,3
7012,Super built-up  Area,Ready To Move,Other,1040.0,2.0,55.0,2
7013,Built-up  Area,Available Soon,Other,2429.0,3.0,210.0,4
7015,Super built-up  Area,Ready To Move,Other,1200.0,2.0,65.0,3
7017,Super built-up  Area,Ready To Move,Other,1860.0,3.0,168.0,3
7018,Plot  Area,Ready To Move,Other,2500.0,5.0,245.0,4
7019,Super built-up  Area,Ready To Move,Other,1950.0,4.0,120.0,3
7020,Super built-up  Area,Ready To Move,Other,1625.0,2.0,145.0,3
7021,Super built-up  Area,Ready To Move,Other,1101.0,2.0,66.0,2
7025,Super built-up  Area,Available Soon,Other,1365.0,3.0,76.18,3
7028,Super built-up  Area,Ready To Move,Other,1800.0,3.0,130.0,3
7030,Super built-up  Area,Ready To Move,Other,1620.0,3.0,95.0,3
7032,Built-up  Area,Ready To Move,Other,560.0,1.0,21.0,1
7034,Built-up  Area,Available Soon,Other,1336.0,2.0,86.0,2
7035,Super built-up  Area,Ready To Move,Other,3400.0,4.0,235.0,4
7037,Super built-up  Area,Ready To Move,Other,1517.0,3.0,100.0,3
7041,Built-up  Area,Ready To Move,Other,1695.0,3.0,125.0,3
7044,Built-up  Area,Ready To Move,Other,1110.0,2.0,110.0,2
7045,Super built-up  Area,Ready To Move,Other,1163.0,2.0,64.08,2
7047,Built-up  Area,Available Soon,Other,1155.0,2.0,60.0,2
7048,Super built-up  Area,Ready To Move,Other,1115.0,2.0,78.0,2
7049,Built-up  Area,Ready To Move,Other,2250.0,3.0,180.0,3
7051,Super built-up  Area,Ready To Move,Other,1485.0,3.0,78.0,3
7052,Plot  Area,Ready To Move,Other,1350.0,2.0,45.0,1
7053,Super built-up  Area,Ready To Move,Other,1209.0,2.0,100.0,2
7055,Super built-up  Area,Ready To Move,Other,1445.0,2.0,82.0,2
7057,Super built-up  Area,Available Soon,Other,1500.0,3.0,95.0,3
7059,Super built-up  Area,Ready To Move,Other,2200.0,3.0,160.0,3
7063,Super built-up  Area,Ready To Move,Other,1259.0,2.0,69.45,2
7064,Super built-up  Area,Ready To Move,Other,1260.0,2.0,73.0,3
7066,Built-up  Area,Available Soon,Other,1919.0,3.0,121.0,3
7067,Super built-up  Area,Ready To Move,Other,2050.0,3.0,120.0,3
7068,Built-up  Area,Ready To Move,Other,1050.0,2.0,103.0,2
7069,Super built-up  Area,Ready To Move,Other,1000.0,2.0,60.0,2
7070,Super built-up  Area,Ready To Move,Other,1640.0,3.0,86.8,3
7073,Built-up  Area,Ready To Move,Other,1640.0,3.0,120.0,3
7074,Super built-up  Area,Ready To Move,Other,1719.3,2.0,88.0,3
7075,Super built-up  Area,Ready To Move,Other,1180.0,2.0,70.0,2
7076,Super built-up  Area,Ready To Move,Other,1700.0,3.0,110.0,3
7080,Super built-up  Area,Ready To Move,Other,1050.0,2.0,68.0,2
7081,Built-up  Area,Ready To Move,Other,2250.0,3.0,199.0,3
7082,Super built-up  Area,Ready To Move,Other,3700.0,4.0,314.0,4
7086,Super built-up  Area,Ready To Move,Other,730.0,1.0,52.0,2
7088,Super built-up  Area,Ready To Move,Other,500.0,1.0,18.0,1
7091,Plot  Area,Ready To Move,Other,4800.0,6.0,420.0,4
7092,Built-up  Area,Ready To Move,Other,1668.0,2.0,120.0,3
7093,Super built-up  Area,Ready To Move,Other,700.0,1.0,35.0,1
7102,Super built-up  Area,Ready To Move,Other,500.0,1.0,16.0,1
7106,Super built-up  Area,Available Soon,Other,648.0,1.0,34.0,1
7107,Super built-up  Area,Ready To Move,Other,1197.0,2.0,78.0,2
7110,Built-up  Area,Ready To Move,Other,2400.0,2.0,125.0,3
7111,Super built-up  Area,Available Soon,Other,1397.0,3.0,105.0,3
7113,Built-up  Area,Ready To Move,Other,900.0,2.0,60.0,2
7114,Super built-up  Area,Ready To Move,Other,2710.0,3.0,170.0,3
7115,Super built-up  Area,Ready To Move,Other,1720.0,2.0,126.0,3
7116,Super built-up  Area,Ready To Move,Other,602.0,1.0,38.0,1
7121,Super built-up  Area,Ready To Move,Other,1476.0,3.0,105.0,3
